age_group,Comune,Sesso,Popolazione,Year
Young,Milano,Femmine,178560,2018
Young,Milano,Maschi,193211,2018
Young,Morimondo,Femmine,145,2018
Young,Morimondo,Maschi,166,2018
Young,Motta Visconti,Femmine,1144,2018
Young,Motta Visconti,Maschi,1162,2018
Young,Nerviano,Femmine,2239,2018
Young,Nerviano,Maschi,2447,2018
Young,Nosate,Femmine,78,2018
Young,Nosate,Maschi,78,2018
Young,Novate Milanese,Femmine,2629,2018
Young,Novate Milanese,Maschi,2632,2018
Young,Noviglio,Femmine,682,2018
Young,Noviglio,Maschi,709,2018
Young,Opera,Femmine,1862,2018
Young,Opera,Maschi,1822,2018
Young,Ossona,Femmine,559,2018
Young,Ossona,Maschi,629,2018
Young,Ozzero,Femmine,204,2018
Young,Ozzero,Maschi,197,2018
Young,Paderno Dugnano,Femmine,6595,2018
Young,Paderno Dugnano,Maschi,6839,2018
Young,Pantigliate,Femmine,842,2018
Young,Pantigliate,Maschi,897,2018
Young,Parabiago,Femmine,3804,2018
Young,Parabiago,Maschi,3931,2018
Young,Paullo,Femmine,1581,2018
Young,Paullo,Maschi,1694,2018
Young,Pero,Femmine,1470,2018
Young,Pero,Maschi,1567,2018
Young,Peschiera Borromeo,Femmine,3389,2018
Young,Peschiera Borromeo,Maschi,3407,2018
Young,Pessano con Bornago,Femmine,1305,2018
Young,Pessano con Bornago,Maschi,1460,2018
Young,Pieve Emanuele,Femmine,2295,2018
Young,Pieve Emanuele,Maschi,2587,2018
Young,Pioltello,Femmine,5567,2018
Young,Pioltello,Maschi,6010,2018
Young,Pogliano Milanese,Femmine,1136,2018
Young,Pogliano Milanese,Maschi,1299,2018
Young,Pozzo d'Adda,Femmine,895,2018
Young,Pozzo d'Adda,Maschi,927,2018
Young,Pozzuolo Martesana,Femmine,1186,2018
Young,Pozzuolo Martesana,Maschi,1162,2018
Young,Pregnana Milanese,Femmine,990,2018
Young,Pregnana Milanese,Maschi,1108,2018
Young,Rescaldina,Femmine,1817,2018
Young,Rescaldina,Maschi,2017,2018
Young,Rho,Femmine,6651,2018
Young,Rho,Maschi,7062,2018
Young,Robecchetto con Induno,Femmine,646,2018
Young,Robecchetto con Induno,Maschi,685,2018
Young,Robecco sul Naviglio,Femmine,914,2018
Young,Robecco sul Naviglio,Maschi,939,2018
Young,Rodano,Femmine,638,2018
Young,Rodano,Maschi,680,2018
Young,Rosate,Femmine,820,2018
Young,Rosate,Maschi,852,2018
Young,Rozzano,Femmine,6082,2018
Young,Rozzano,Maschi,6441,2018
Young,San Colombano al Lambro,Femmine,954,2018
Young,San Colombano al Lambro,Maschi,963,2018
Young,San Donato Milanese,Femmine,4501,2018
Young,San Donato Milanese,Maschi,4838,2018
Young,San Giorgio su Legnano,Femmine,876,2018
Young,San Giorgio su Legnano,Maschi,970,2018
Young,San Giuliano Milanese,Femmine,5487,2018
Young,San Giuliano Milanese,Maschi,5936,2018
Young,San Vittore Olona,Femmine,1139,2018
Young,San Vittore Olona,Maschi,1156,2018
Young,San Zenone al Lambro,Femmine,614,2018
Young,San Zenone al Lambro,Maschi,757,2018
Young,Santo Stefano Ticino,Femmine,692,2018
Young,Santo Stefano Ticino,Maschi,732,2018
Young,Sedriano,Femmine,1810,2018
Young,Sedriano,Maschi,1964,2018
Young,Segrate,Femmine,4779,2018
Young,Segrate,Maschi,5208,2018
Young,Senago,Femmine,2993,2018
Young,Senago,Maschi,3242,2018
Young,Sesto San Giovanni,Femmine,10518,2018
Young,Sesto San Giovanni,Maschi,11354,2018
Young,Settala,Femmine,1084,2018
Young,Settala,Maschi,1151,2018
Young,Settimo Milanese,Femmine,2760,2018
Young,Settimo Milanese,Maschi,2944,2018
Young,Solaro,Femmine,2047,2018
Young,Solaro,Maschi,2209,2018
Young,Trezzano Rosa,Femmine,785,2018
Young,Trezzano Rosa,Maschi,832,2018
Young,Trezzano sul Naviglio,Femmine,2967,2018
Young,Trezzano sul Naviglio,Maschi,3040,2018
Young,Trezzo sull'Adda,Femmine,1571,2018
Young,Trezzo sull'Adda,Maschi,1704,2018
Young,Tribiano,Femmine,551,2018
Young,Tribiano,Maschi,568,2018
Young,Truccazzano,Femmine,784,2018
Young,Truccazzano,Maschi,911,2018
Young,Turbigo,Femmine,925,2018
Young,Turbigo,Maschi,1084,2018
Young,Vanzaghello,Femmine,787,2018
Young,Vanzaghello,Maschi,784,2018
Young,Vanzago,Femmine,1335,2018
Young,Vanzago,Maschi,1415,2018
Young,Vaprio d'Adda,Femmine,1315,2018
Young,Vaprio d'Adda,Maschi,1413,2018
Young,Vermezzo con Zelo,Femmine,951,2018
Young,Vermezzo con Zelo,Maschi,896,2018
Young,Vernate,Femmine,452,2018
Young,Vernate,Maschi,485,2018
Young,Vignate,Femmine,1343,2018
Young,Vignate,Maschi,1428,2018
Young,Villa Cortese,Femmine,798,2018
Young,Villa Cortese,Maschi,898,2018
Young,Vimodrone,Femmine,2248,2018
Young,Vimodrone,Maschi,2403,2018
Young,Vittuone,Femmine,1281,2018
Young,Vittuone,Maschi,1323,2018
Young,Vizzolo Predabissi,Femmine,532,2018
Young,Vizzolo Predabissi,Maschi,569,2018
Young,Zibido San Giacomo,Femmine,1041,2018
Young,Zibido San Giacomo,Maschi,1097,2018
Middle-age,Abbiategrasso,Femmine,8029,2018
Middle-age,Abbiategrasso,Maschi,8045,2018
Middle-age,Albairate,Femmine,1156,2018
Middle-age,Albairate,Maschi,1205,2018
Middle-age,Arconate,Femmine,1710,2018
Middle-age,Arconate,Maschi,1700,2018
Middle-age,Arese,Femmine,4518,2018
Middle-age,Arese,Maschi,4077,2018
Middle-age,Arluno,Femmine,3045,2018
Middle-age,Arluno,Maschi,3146,2018
Middle-age,Assago,Femmine,2347,2018
Middle-age,Assago,Maschi,2226,2018
Middle-age,Baranzate,Femmine,2779,2018
Middle-age,Baranzate,Maschi,3150,2018
Middle-age,Bareggio,Femmine,4370,2018
Middle-age,Bareggio,Maschi,4271,2018
Middle-age,Basiano,Femmine,932,2018
Middle-age,Basiano,Maschi,926,2018
Middle-age,Basiglio,Femmine,2118,2018
Middle-age,Basiglio,Maschi,1802,2018
Middle-age,Bellinzago Lombardo,Femmine,941,2018
Middle-age,Bellinzago Lombardo,Maschi,924,2018
Middle-age,Bernate Ticino,Femmine,769,2018
Middle-age,Bernate Ticino,Maschi,771,2018
Middle-age,Besate,Femmine,528,2018
Middle-age,Besate,Maschi,526,2018
Middle-age,Binasco,Femmine,1743,2018
Middle-age,Binasco,Maschi,1697,2018
Middle-age,Boffalora sopra Ticino,Femmine,996,2018
Middle-age,Boffalora sopra Ticino,Maschi,1011,2018
Middle-age,Bollate,Femmine,9034,2018
Middle-age,Bollate,Maschi,8630,2018
Middle-age,Bresso,Femmine,6064,2018
Middle-age,Bresso,Maschi,5866,2018
Middle-age,Bubbiano,Femmine,640,2018
Middle-age,Bubbiano,Maschi,622,2018
Middle-age,Buccinasco,Femmine,6918,2018
Middle-age,Buccinasco,Maschi,6333,2018
Middle-age,Buscate,Femmine,1137,2018
Middle-age,Buscate,Maschi,1200,2018
Middle-age,Bussero,Femmine,2181,2018
Middle-age,Bussero,Maschi,2052,2018
Middle-age,Busto Garolfo,Femmine,3448,2018
Middle-age,Busto Garolfo,Maschi,3544,2018
Middle-age,Calvignasco,Femmine,311,2018
Middle-age,Calvignasco,Maschi,291,2018
Middle-age,Cambiago,Femmine,1712,2018
Middle-age,Cambiago,Maschi,1805,2018
Middle-age,Canegrate,Femmine,3121,2018
Middle-age,Canegrate,Maschi,3090,2018
Middle-age,Carpiano,Femmine,1098,2018
Middle-age,Carpiano,Maschi,1162,2018
Middle-age,Carugate,Femmine,3932,2018
Middle-age,Carugate,Maschi,3872,2018
Middle-age,Casarile,Femmine,1066,2018
Middle-age,Casarile,Maschi,1042,2018
Middle-age,Casorezzo,Femmine,1396,2018
Middle-age,Casorezzo,Maschi,1416,2018
Middle-age,Cassano d'Adda,Femmine,4549,2018
Middle-age,Cassano d'Adda,Maschi,4586,2018
Middle-age,Cassina de' Pecchi,Femmine,3438,2018
Middle-age,Cassina de' Pecchi,Maschi,3212,2018
Middle-age,Cassinetta di Lugagnano,Femmine,492,2018
Middle-age,Cassinetta di Lugagnano,Maschi,489,2018
Middle-age,Castano Primo,Femmine,2669,2018
Middle-age,Castano Primo,Maschi,2817,2018
Middle-age,Cernusco sul Naviglio,Femmine,8580,2018
Middle-age,Cernusco sul Naviglio,Maschi,8095,2018
Middle-age,Cerro Maggiore,Femmine,3722,2018
Middle-age,Cerro Maggiore,Maschi,3743,2018
Middle-age,Cerro al Lambro,Femmine,1295,2018
Middle-age,Cerro al Lambro,Maschi,1220,2018
Middle-age,Cesano Boscone,Femmine,5683,2018
Middle-age,Cesano Boscone,Maschi,5442,2018
Middle-age,Cesate,Femmine,3687,2018
Middle-age,Cesate,Maschi,3658,2018
Middle-age,Cinisello Balsamo,Femmine,17731,2018
Middle-age,Cinisello Balsamo,Maschi,17793,2018
Middle-age,Cisliano,Femmine,1273,2018
Middle-age,Cisliano,Maschi,1281,2018
Middle-age,Cologno Monzese,Femmine,11498,2018
Middle-age,Cologno Monzese,Maschi,11093,2018
Middle-age,Colturano,Femmine,556,2018
Middle-age,Colturano,Maschi,550,2018
Middle-age,Corbetta,Femmine,4637,2018
Middle-age,Corbetta,Maschi,4662,2018
Middle-age,Cormano,Femmine,4936,2018
Middle-age,Cormano,Maschi,4850,2018
Middle-age,Cornaredo,Femmine,5000,2018
Middle-age,Cornaredo,Maschi,4930,2018
Middle-age,Corsico,Femmine,8037,2018
Middle-age,Corsico,Maschi,7935,2018
Middle-age,Cuggiono,Femmine,1991,2018
Middle-age,Cuggiono,Maschi,2036,2018
Middle-age,Cusago,Femmine,1059,2018
Middle-age,Cusago,Maschi,1055,2018
Middle-age,Cusano Milanino,Femmine,4328,2018
Middle-age,Cusano Milanino,Maschi,4107,2018
Middle-age,Dairago,Femmine,1700,2018
Middle-age,Dairago,Maschi,1663,2018
Middle-age,Dresano,Femmine,733,2018
Middle-age,Dresano,Maschi,753,2018
Middle-age,Gaggiano,Femmine,2331,2018
Middle-age,Gaggiano,Maschi,2253,2018
Middle-age,Garbagnate Milanese,Femmine,6683,2018
Middle-age,Garbagnate Milanese,Maschi,6408,2018
Middle-age,Gessate,Femmine,2287,2018
Middle-age,Gessate,Maschi,2315,2018
Middle-age,Gorgonzola,Femmine,5024,2018
Middle-age,Gorgonzola,Maschi,4932,2018
Middle-age,Grezzago,Femmine,759,2018
Middle-age,Grezzago,Maschi,837,2018
Middle-age,Gudo Visconti,Femmine,414,2018
Middle-age,Gudo Visconti,Maschi,396,2018
Middle-age,Inveruno,Femmine,2090,2018
Middle-age,Inveruno,Maschi,2058,2018
Middle-age,Inzago,Femmine,2734,2018
Middle-age,Inzago,Maschi,2800,2018
Middle-age,Lacchiarella,Femmine,2211,2018
Middle-age,Lacchiarella,Maschi,2216,2018
Middle-age,Lainate,Femmine,6393,2018
Middle-age,Lainate,Maschi,6198,2018
Middle-age,Legnano,Femmine,14848,2018
Middle-age,Legnano,Maschi,14475,2018
Middle-age,Liscate,Femmine,1040,2018
Middle-age,Liscate,Maschi,1077,2018
Middle-age,Locate di Triulzi,Femmine,2593,2018
Middle-age,Locate di Triulzi,Maschi,2585,2018
Middle-age,Magenta,Femmine,5651,2018
Middle-age,Magenta,Maschi,5690,2018
Middle-age,Magnago,Femmine,2323,2018
Middle-age,Magnago,Maschi,2390,2018
Middle-age,Marcallo con Casone,Femmine,1566,2018
Middle-age,Marcallo con Casone,Maschi,1552,2018
Middle-age,Masate,Femmine,893,2018
Middle-age,Masate,Maschi,886,2018
Middle-age,Mediglia,Femmine,3017,2018
Middle-age,Mediglia,Maschi,3050,2018
Middle-age,Melegnano,Femmine,4425,2018
Middle-age,Melegnano,Maschi,4370,2018
Middle-age,Melzo,Femmine,4503,2018
Middle-age,Melzo,Maschi,4493,2018
Middle-age,Mesero,Femmine,1034,2018
Middle-age,Mesero,Maschi,1120,2018
Middle-age,Milano,Femmine,346483,2018
Middle-age,Milano,Maschi,339026,2018
Middle-age,Morimondo,Femmine,267,2018
Middle-age,Morimondo,Maschi,268,2018
Middle-age,Motta Visconti,Femmine,1970,2018
Middle-age,Motta Visconti,Maschi,2007,2018
Middle-age,Nerviano,Femmine,4175,2018
Middle-age,Nerviano,Maschi,4071,2018
Middle-age,Nosate,Femmine,169,2018
Middle-age,Nosate,Maschi,171,2018
Middle-age,Novate Milanese,Femmine,4881,2018
Middle-age,Novate Milanese,Maschi,4550,2018
Middle-age,Noviglio,Femmine,1161,2018
Middle-age,Noviglio,Maschi,1202,2018
Middle-age,Opera,Femmine,3419,2018
Middle-age,Opera,Maschi,3197,2018
Middle-age,Ossona,Femmine,1027,2018
Middle-age,Ossona,Maschi,1095,2018
Middle-age,Ozzero,Femmine,363,2018
Middle-age,Ozzero,Maschi,369,2018
Middle-age,Paderno Dugnano,Femmine,11951,2018
Middle-age,Paderno Dugnano,Maschi,11435,2018
Middle-age,Pantigliate,Femmine,1474,2018
Middle-age,Pantigliate,Maschi,1436,2018
Middle-age,Parabiago,Femmine,7029,2018
Middle-age,Parabiago,Maschi,7165,2018
Middle-age,Paullo,Femmine,2821,2018
Middle-age,Paullo,Maschi,2792,2018
Middle-age,Pero,Femmine,2829,2018
Middle-age,Pero,Maschi,2783,2018
Middle-age,Peschiera Borromeo,Femmine,6000,2018
Middle-age,Peschiera Borromeo,Maschi,5780,2018
Middle-age,Pessano con Bornago,Femmine,2320,2018
Middle-age,Pessano con Bornago,Maschi,2222,2018
Middle-age,Pieve Emanuele,Femmine,4001,2018
Middle-age,Pieve Emanuele,Maschi,3979,2018
Middle-age,Pioltello,Femmine,8916,2018
Middle-age,Pioltello,Maschi,9245,2018
Middle-age,Pogliano Milanese,Femmine,2053,2018
Middle-age,Pogliano Milanese,Maschi,2096,2018
Middle-age,Pozzo d'Adda,Femmine,1559,2018
Middle-age,Pozzo d'Adda,Maschi,1699,2018
Middle-age,Pozzuolo Martesana,Femmine,2108,2018
Middle-age,Pozzuolo Martesana,Maschi,2166,2018
Middle-age,Pregnana Milanese,Femmine,1881,2018
Middle-age,Pregnana Milanese,Maschi,1898,2018
Middle-age,Rescaldina,Femmine,3518,2018
Middle-age,Rescaldina,Maschi,3595,2018
Middle-age,Rho,Femmine,12616,2018
Middle-age,Rho,Maschi,12252,2018
Middle-age,Robecchetto con Induno,Femmine,1192,2018
Middle-age,Robecchetto con Induno,Maschi,1216,2018
Middle-age,Robecco sul Naviglio,Femmine,1705,2018
Middle-age,Robecco sul Naviglio,Maschi,1722,2018
Middle-age,Rodano,Femmine,1166,2018
Middle-age,Rodano,Maschi,1163,2018
Middle-age,Rosate,Femmine,1438,2018
Middle-age,Rosate,Maschi,1483,2018
Middle-age,Rozzano,Femmine,10186,2018
Middle-age,Rozzano,Maschi,10011,2018
Middle-age,San Colombano al Lambro,Femmine,1794,2018
Middle-age,San Colombano al Lambro,Maschi,1768,2018
Middle-age,San Donato Milanese,Femmine,7784,2018
Middle-age,San Donato Milanese,Maschi,7387,2018
Middle-age,San Giorgio su Legnano,Femmine,1649,2018
Middle-age,San Giorgio su Legnano,Maschi,1631,2018
Middle-age,San Giuliano Milanese,Femmine,9353,2018
Middle-age,San Giuliano Milanese,Maschi,9491,2018
Middle-age,San Vittore Olona,Femmine,2075,2018
Middle-age,San Vittore Olona,Maschi,2073,2018
Middle-age,San Zenone al Lambro,Femmine,1144,2018
Middle-age,San Zenone al Lambro,Maschi,1117,2018
Middle-age,Santo Stefano Ticino,Femmine,1295,2018
Middle-age,Santo Stefano Ticino,Maschi,1304,2018
Middle-age,Sedriano,Femmine,3032,2018
Middle-age,Sedriano,Maschi,3088,2018
Middle-age,Segrate,Femmine,8614,2018
Middle-age,Segrate,Maschi,8036,2018
Middle-age,Senago,Femmine,5475,2018
Middle-age,Senago,Maschi,5460,2018
Middle-age,Sesto San Giovanni,Femmine,19882,2018
Middle-age,Sesto San Giovanni,Maschi,19613,2018
Middle-age,Settala,Femmine,1871,2018
Middle-age,Settala,Maschi,1897,2018
Middle-age,Settimo Milanese,Femmine,5108,2018
Middle-age,Settimo Milanese,Maschi,4881,2018
Middle-age,Solaro,Femmine,3590,2018
Middle-age,Solaro,Maschi,3579,2018
Middle-age,Trezzano Rosa,Femmine,1350,2018
Middle-age,Trezzano Rosa,Maschi,1343,2018
Middle-age,Trezzano sul Naviglio,Femmine,5231,2018
Middle-age,Trezzano sul Naviglio,Maschi,5091,2018
Middle-age,Trezzo sull'Adda,Femmine,2904,2018
Middle-age,Trezzo sull'Adda,Maschi,2884,2018
Middle-age,Tribiano,Femmine,972,2018
Middle-age,Tribiano,Maschi,988,2018
Middle-age,Truccazzano,Femmine,1509,2018
Middle-age,Truccazzano,Maschi,1633,2018
Middle-age,Turbigo,Femmine,1675,2018
Middle-age,Turbigo,Maschi,1740,2018
Middle-age,Vanzaghello,Femmine,1314,2018
Middle-age,Vanzaghello,Maschi,1218,2018
Middle-age,Vanzago,Femmine,2406,2018
Middle-age,Vanzago,Maschi,2333,2018
Middle-age,Vaprio d'Adda,Femmine,2216,2018
Middle-age,Vaprio d'Adda,Maschi,2333,2018
Middle-age,Vermezzo con Zelo,Femmine,1511,2018
Middle-age,Vermezzo con Zelo,Maschi,1517,2018
Middle-age,Vernate,Femmine,885,2018
Middle-age,Vernate,Maschi,921,2018
Middle-age,Vignate,Femmine,2372,2018
Middle-age,Vignate,Maschi,2324,2018
Middle-age,Villa Cortese,Femmine,1535,2018
Middle-age,Villa Cortese,Maschi,1509,2018
Middle-age,Vimodrone,Femmine,4377,2018
Middle-age,Vimodrone,Maschi,4176,2018
Middle-age,Vittuone,Femmine,2230,2018
Middle-age,Vittuone,Maschi,2211,2018
Middle-age,Vizzolo Predabissi,Femmine,1015,2018
Middle-age,Vizzolo Predabissi,Maschi,958,2018
Middle-age,Zibido San Giacomo,Femmine,1799,2018
Middle-age,Zibido San Giacomo,Maschi,1722,2018
Old,Abbiategrasso,Femmine,4221,2018
Old,Abbiategrasso,Maschi,3011,2018
Old,Albairate,Femmine,561,2018
Old,Albairate,Maschi,413,2018
Old,Arconate,Femmine,738,2018
Old,Arconate,Maschi,574,2018
Old,Arese,Femmine,2843,2018
Old,Arese,Maschi,2369,2018
Old,Arluno,Femmine,1367,2018
Old,Arluno,Maschi,1062,2018
Old,Assago,Femmine,850,2018
Old,Assago,Maschi,763,2018
Old,Baranzate,Femmine,1209,2018
Old,Baranzate,Maschi,981,2018
Old,Bareggio,Femmine,2048,2018
Old,Bareggio,Maschi,1710,2018
Old,Basiano,Femmine,407,2018
Old,Basiano,Maschi,361,2018
Old,Basiglio,Femmine,717,2018
Old,Basiglio,Maschi,682,2018
Old,Bellinzago Lombardo,Femmine,466,2018
Old,Bellinzago Lombardo,Maschi,387,2018
Old,Bernate Ticino,Femmine,389,2018
Old,Bernate Ticino,Maschi,313,2018
Old,Besate,Femmine,225,2018
Old,Besate,Maschi,193,2018
Old,Binasco,Femmine,1064,2018
Old,Binasco,Maschi,766,2018
Old,Boffalora sopra Ticino,Femmine,536,2018
Old,Boffalora sopra Ticino,Maschi,452,2018
Old,Bollate,Femmine,4807,2018
Old,Bollate,Maschi,3593,2018
Old,Bresso,Femmine,4358,2018
Old,Bresso,Maschi,3063,2018
Old,Bubbiano,Femmine,207,2018
Old,Bubbiano,Maschi,165,2018
Old,Buccinasco,Femmine,2893,2018
Old,Buccinasco,Maschi,2535,2018
Old,Buscate,Femmine,608,2018
Old,Buscate,Maschi,444,2018
Old,Bussero,Femmine,1021,2018
Old,Bussero,Maschi,872,2018
Old,Busto Garolfo,Femmine,1740,2018
Old,Busto Garolfo,Maschi,1277,2018
Old,Calvignasco,Femmine,112,2018
Old,Calvignasco,Maschi,99,2018
Old,Cambiago,Femmine,679,2018
Old,Cambiago,Maschi,570,2018
Old,Canegrate,Femmine,1647,2018
Old,Canegrate,Maschi,1255,2018
Old,Carpiano,Femmine,310,2018
Old,Carpiano,Maschi,264,2018
Old,Carugate,Femmine,1640,2018
Old,Carugate,Maschi,1301,2018
Old,Casarile,Femmine,355,2018
Old,Casarile,Maschi,290,2018
Old,Casorezzo,Femmine,613,2018
Old,Casorezzo,Maschi,494,2018
Old,Cassano d'Adda,Femmine,2364,2018
Old,Cassano d'Adda,Maschi,1831,2018
Old,Cassina de' Pecchi,Femmine,1759,2018
Old,Cassina de' Pecchi,Maschi,1507,2018
Old,Cassinetta di Lugagnano,Femmine,197,2018
Old,Cassinetta di Lugagnano,Maschi,158,2018
Old,Castano Primo,Femmine,1468,2018
Old,Castano Primo,Maschi,1082,2018
Old,Cernusco sul Naviglio,Femmine,4436,2018
Old,Cernusco sul Naviglio,Maschi,3274,2018
Old,Cerro Maggiore,Femmine,2026,2018
Old,Cerro Maggiore,Maschi,1497,2018
Old,Cerro al Lambro,Femmine,589,2018
Old,Cerro al Lambro,Maschi,532,2018
Old,Cesano Boscone,Femmine,3136,2018
Old,Cesano Boscone,Maschi,2536,2018
Old,Cesate,Femmine,1551,2018
Old,Cesate,Maschi,1163,2018
Old,Cinisello Balsamo,Femmine,10034,2018
Old,Cinisello Balsamo,Maschi,7653,2018
Old,Cisliano,Femmine,477,2018
Old,Cisliano,Maschi,446,2018
Old,Cologno Monzese,Femmine,6296,2018
Old,Cologno Monzese,Maschi,4819,2018
Old,Colturano,Femmine,154,2018
Old,Colturano,Maschi,159,2018
Old,Corbetta,Femmine,2035,2018
Old,Corbetta,Maschi,1595,2018
Old,Cormano,Femmine,2607,2018
Old,Cormano,Maschi,1998,2018
Old,Cornaredo,Femmine,2487,2018
Old,Cornaredo,Maschi,2027,2018
Old,Corsico,Femmine,5121,2018
Old,Corsico,Maschi,3709,2018
Old,Cuggiono,Femmine,1048,2018
Old,Cuggiono,Maschi,788,2018
Old,Cusago,Femmine,377,2018
Old,Cusago,Maschi,310,2018
Old,Cusano Milanino,Femmine,3031,2018
Old,Cusano Milanino,Maschi,2239,2018
Old,Dairago,Femmine,654,2018
Old,Dairago,Maschi,525,2018
Old,Dresano,Femmine,394,2018
Old,Dresano,Maschi,296,2018
Old,Gaggiano,Femmine,1104,2018
Old,Gaggiano,Maschi,937,2018
Old,Garbagnate Milanese,Femmine,3481,2018
Old,Garbagnate Milanese,Maschi,2817,2018
Old,Gessate,Femmine,830,2018
Old,Gessate,Maschi,635,2018
Old,Gorgonzola,Femmine,2521,2018
Old,Gorgonzola,Maschi,1901,2018
Old,Grezzago,Femmine,269,2018
Old,Grezzago,Maschi,228,2018
Old,Gudo Visconti,Femmine,164,2018
Old,Gudo Visconti,Maschi,140,2018
Old,Inveruno,Femmine,1237,2018
Old,Inveruno,Maschi,985,2018
Old,Inzago,Femmine,1458,2018
Old,Inzago,Maschi,1071,2018
Old,Lacchiarella,Femmine,1032,2018
Old,Lacchiarella,Maschi,817,2018
Old,Lainate,Femmine,3119,2018
Old,Lainate,Maschi,2482,2018
Old,Legnano,Femmine,7801,2018
Old,Legnano,Maschi,5559,2018
Old,Liscate,Femmine,356,2018
Old,Liscate,Maschi,309,2018
Old,Locate di Triulzi,Femmine,1095,2018
Old,Locate di Triulzi,Maschi,876,2018
Old,Magenta,Femmine,3374,2018
Old,Magenta,Maschi,2506,2018
Old,Magnago,Femmine,1073,2018
Old,Magnago,Maschi,828,2018
Old,Marcallo con Casone,Femmine,769,2018
Old,Marcallo con Casone,Maschi,642,2018
Old,Masate,Femmine,345,2018
Old,Masate,Maschi,306,2018
Old,Mediglia,Femmine,1199,2018
Old,Mediglia,Maschi,972,2018
Old,Melegnano,Femmine,2567,2018
Old,Melegnano,Maschi,1652,2018
Old,Melzo,Femmine,2660,2018
Old,Melzo,Maschi,1851,2018
Old,Mesero,Femmine,492,2018
Old,Mesero,Maschi,393,2018
Old,Milano,Femmine,193865,2018
Old,Milano,Maschi,129850,2018
Old,Morimondo,Femmine,147,2018
Old,Morimondo,Maschi,112,2018
Old,Motta Visconti,Femmine,930,2018
Old,Motta Visconti,Maschi,712,2018
Old,Nerviano,Femmine,2345,2018
Old,Nerviano,Maschi,1735,2018
Old,Nosate,Femmine,95,2018
Old,Nosate,Maschi,72,2018
Old,Novate Milanese,Femmine,2969,2018
Old,Novate Milanese,Maschi,2307,2018
Old,Noviglio,Femmine,359,2018
Old,Noviglio,Maschi,335,2018
Old,Opera,Femmine,1908,2018
Old,Opera,Maschi,1543,2018
Old,Ossona,Femmine,523,2018
Old,Ossona,Maschi,415,2018
Old,Ozzero,Femmine,180,2018
Old,Ozzero,Maschi,144,2018
Old,Paderno Dugnano,Femmine,5979,2018
Old,Paderno Dugnano,Maschi,4694,2018
Old,Pantigliate,Femmine,684,2018
Old,Pantigliate,Maschi,565,2018
Old,Parabiago,Femmine,3468,2018
Old,Parabiago,Maschi,2644,2018
Old,Paullo,Femmine,1327,2018
Old,Paullo,Maschi,1097,2018
Old,Pero,Femmine,1354,2018
Old,Pero,Maschi,1035,2018
Old,Peschiera Borromeo,Femmine,2553,2018
Old,Peschiera Borromeo,Maschi,2220,2018
Old,Pessano con Bornago,Femmine,962,2018
Old,Pessano con Bornago,Maschi,777,2018
Old,Pieve Emanuele,Femmine,1483,2018
Old,Pieve Emanuele,Maschi,1287,2018
Old,Pioltello,Femmine,3699,2018
Old,Pioltello,Maschi,2864,2018
Old,Pogliano Milanese,Femmine,998,2018
Old,Pogliano Milanese,Maschi,794,2018
Old,Pozzo d'Adda,Femmine,531,2018
Old,Pozzo d'Adda,Maschi,482,2018
Old,Pozzuolo Martesana,Femmine,951,2018
Old,Pozzuolo Martesana,Maschi,734,2018
Old,Pregnana Milanese,Femmine,769,2018
Old,Pregnana Milanese,Maschi,664,2018
Old,Rescaldina,Femmine,1836,2018
Old,Rescaldina,Maschi,1364,2018
Old,Rho,Femmine,6783,2018
Old,Rho,Maschi,5104,2018
Old,Robecchetto con Induno,Femmine,594,2018
Old,Robecchetto con Induno,Maschi,499,2018
Old,Robecco sul Naviglio,Femmine,747,2018
Old,Robecco sul Naviglio,Maschi,660,2018
Old,Rodano,Femmine,523,2018
Old,Rodano,Maschi,462,2018
Old,Rosate,Femmine,635,2018
Old,Rosate,Maschi,508,2018
Old,Rozzano,Femmine,5152,2018
Old,Rozzano,Maschi,3802,2018
Old,San Colombano al Lambro,Femmine,1032,2018
Old,San Colombano al Lambro,Maschi,840,2018
Old,San Donato Milanese,Femmine,4315,2018
Old,San Donato Milanese,Maschi,3367,2018
Old,San Giorgio su Legnano,Femmine,882,2018
Old,San Giorgio su Legnano,Maschi,694,2018
Old,San Giuliano Milanese,Femmine,4233,2018
Old,San Giuliano Milanese,Maschi,3293,2018
Old,San Vittore Olona,Femmine,1096,2018
Old,San Vittore Olona,Maschi,786,2018
Old,San Zenone al Lambro,Femmine,411,2018
Old,San Zenone al Lambro,Maschi,354,2018
Old,Santo Stefano Ticino,Femmine,523,2018
Old,Santo Stefano Ticino,Maschi,412,2018
Old,Sedriano,Femmine,1297,2018
Old,Sedriano,Maschi,1034,2018
Old,Segrate,Femmine,4580,2018
Old,Segrate,Maschi,3703,2018
Old,Senago,Femmine,2488,2018
Old,Senago,Maschi,1933,2018
Old,Sesto San Giovanni,Femmine,11869,2018
Old,Sesto San Giovanni,Maschi,8481,2018
Old,Settala,Femmine,700,2018
Old,Settala,Maschi,603,2018
Old,Settimo Milanese,Femmine,2285,2018
Old,Settimo Milanese,Maschi,1745,2018
Old,Solaro,Femmine,1427,2018
Old,Solaro,Maschi,1171,2018
Old,Trezzano Rosa,Femmine,432,2018
Old,Trezzano Rosa,Maschi,390,2018
Old,Trezzano sul Naviglio,Femmine,2469,2018
Old,Trezzano sul Naviglio,Maschi,2010,2018
