,I1,I2,I3,I4,Year,Comune,IMED,IFQ,ITQ,PI1,PI2,PI3,PI4,TI1,TI2,TI3,TI4,MI1,MI2,MI3,MI4
8,542,1300,900,56,2019  ,Casarile,27702.99,10624.68,69103.71,0.1937097927090779,0.46461758398856323,0.32165832737669764,0.020014295925661188,0.03677187185201663,0.3620774188622973,0.5008353419892179,0.10031536729646823,4544.67,18657.11,37276.81,119995.7
0,819,1963,993,76,2011,Casorezzo,27670.26,10818.19,69867.27,0.21267203323811998,0.5097377304596209,0.25785510257076083,0.019735133731498312,0.046697694030995975,0.4235631793740631,0.43094427265614754,0.09879485393879332,4901.47,18548.68,37306.71,111746.97
1,805,1995,1009,82,2012  ,Casorezzo,27720.7,10864.16,69761.06,0.20688768953996403,0.51272166538165,0.25931637111282446,0.021074273965561552,0.046795698914988866,0.41722432944617804,0.42737111960695284,0.10860885203188021,5132.81,18465.95,37398.91,116948.94
2,788,1900,1109,79,2013  ,Casorezzo,27555.04,10730.25,70278.0,0.20330237358101136,0.49019607843137253,0.28611971104231165,0.02038183694530444,0.03958896500205525,0.4001903015796296,0.4616532497924062,0.09856748362590899,4456.49,18683.51,36925.79,110675.65
3,780,1882,1110,81,2014  ,Casorezzo,27777.91,10707.93,70224.36,0.20243965740981054,0.48845055800674797,0.2880872047754996,0.021022579807941862,0.04078274753080622,0.39430088627448007,0.4623006939795837,0.10261567221513002,4677.82,18744.33,37261.75,113341.86
4,758,1842,1170,90,2015  ,Casorezzo,27834.66,10597.11,68901.57,0.19637305699481866,0.4772020725388601,0.30310880829015546,0.023316062176165803,0.036688709128808866,0.37321256955415816,0.47635993996412185,0.1137387813529111,4461.42,18675.67,37528.29,116486.48
5,726,1832,1223,82,2016  ,Casorezzo,27695.4,10679.63,69593.16,0.18793683665544914,0.47424281646388816,0.31659332125291223,0.021227025627750452,0.03595957797253299,0.3655334014767192,0.48451555227701515,0.11399146827373266,4636.24,18676.25,37082.53,130120.74
6,739,1818,1225,90,2017  ,Casorezzo,27848.12,10688.4,69873.87,0.19085743801652894,0.46952479338842973,0.31637396694214875,0.02324380165289256,0.01962460058763518,0.35697900113344905,0.48001001102011265,0.1433863872588031,2532.42,18725.28,37367.47,151930.48
7,687,1834,1284,97,2018  ,Casorezzo,27748.53,10696.25,70066.54,0.1760635571501794,0.47001537672988214,0.32906201947719116,0.02485904664274731,0.03378368962521751,0.3546858773812308,0.4918086319670905,0.11972180102646118,4767.43,18749.01,37133.42,119656.23
8,714,1805,1333,97,2019  ,Casorezzo,27751.71,10526.32,70280.19,0.1808052671562421,0.45707774120030387,0.3375538110914155,0.024563180552038492,0.031991688473016665,0.34684709309032336,0.5048498508159975,0.11631136762066245,4388.33,18820.08,37093.07,117438.66
0,3097,6473,3299,317,2011,Cassano d'Adda,27423.28,10749.33,70084.57,0.23487031700288186,0.49089943879872594,0.2501895950250265,0.02404064917336569,0.05126088693308016,0.3971055032260296,0.4181148076696077,0.13351880217128256,4899.06,18158.02,37512.97,124666.95
1,3106,6588,3385,339,2012  ,Cassano d'Adda,27487.03,10763.6,70298.18,0.23148010135638694,0.490982262632285,0.25227306603070504,0.025264569980623045,0.050734601770178196,0.3938136066341262,0.4192922248155527,0.13615956678014293,4959.42,18149.53,37608.54,121948.6
2,3013,6408,3598,339,2013  ,Cassano d'Adda,27457.08,10714.32,70116.08,0.22555771822129062,0.47971253181614015,0.269351699356191,0.0253780506063782,0.04653793064073448,0.38221093003458356,0.43700862924731587,0.1342425100773661,4740.83,18307.42,37279.96,121544.96
3,3047,6359,3639,315,2014  ,Cassano d'Adda,27493.84,10667.22,70244.39,0.2280688622754491,0.47597305389221556,0.2723802395209581,0.023577844311377244,0.04728005838289173,0.37953018796009474,0.44351481511554,0.12967493854147358,4769.6,18345.68,37462.98,126538.23
4,3004,6310,3856,333,2015  ,Cassano d'Adda,27613.0,10668.93,70407.05,0.2224690809449752,0.4673035621713693,0.28556617048063393,0.024661186403021552,0.04614190002614238,0.3643529651322997,0.45739689882361306,0.13210823601794486,4861.1,18273.92,37540.07,125552.26
5,2910,6414,3887,354,2016  ,Cassano d'Adda,27601.16,10648.08,69994.6,0.21452266863251013,0.4728345005528935,0.2865462587541467,0.026096572060449685,0.04248401588930557,0.36514673181560964,0.44978561633206804,0.1425836359630167,4720.35,18406.86,37413.83,130228.97
6,2988,6397,3982,351,2017  ,Cassano d'Adda,27602.47,10594.73,70332.85,0.21781600816445545,0.4663216212275842,0.2902755503717743,0.025586820236186032,0.03608155341846719,0.36449572810690894,0.4623796980370791,0.13704302043754474,3892.43,18366.73,37429.44,125853.58
7,2868,6476,4152,376,2018  ,Cassano d'Adda,27671.93,10638.07,70522.58,0.20674740484429066,0.4668396770472895,0.29930795847750863,0.02710495963091119,0.04094856654761062,0.3567001447964067,0.4658504583661528,0.13650083028982987,4777.52,18430.61,37543.29,121476.04
8,2953,6347,4311,376,2019  ,Cassano d'Adda,27689.24,10631.27,70415.87,0.21112461571459212,0.45377850861514263,0.30821477085865445,0.026882104811610782,0.041520456280310876,0.3483448840074645,0.47546713609330865,0.13466752361891599,4753.77,18555.85,37289.14,121091.84
0,1875,4270,3187,383,2011,Cassina de' Pecchi,27947.82,10672.49,70262.52,0.1930005146680391,0.4395265054040144,0.32804940813175504,0.03942357179619146,0.034512343601462166,0.3032756280498537,0.48089907071298377,0.18131295763570038,4768.79,18401.14,39093.71,122649.3
1,1862,4280,3235,415,2012  ,Cassina de' Pecchi,28077.09,10678.89,70150.1,0.19015522875816993,0.43709150326797386,0.3303717320261438,0.04238153594771242,0.03428185950083725,0.2953062416450513,0.477797665070334,0.19261423378377746,4906.55,18387.38,39360.52,123689.09
2,1864,4196,3369,411,2013  ,Cassina de' Pecchi,28005.61,10614.7,70536.11,0.18943089430894308,0.4264227642276423,0.34237804878048783,0.04176829268292683,0.0330025937999531,0.2878143397965685,0.4867350890667529,0.19244797733672553,4778.08,18510.94,38989.11,126363.94
3,1868,4119,3426,429,2014  ,Cassina de' Pecchi,28056.81,10575.02,70514.28,0.18979882137776874,0.4185124974598659,0.34809997967892703,0.043588701483438325,0.03072747767294355,0.27958351149350674,0.49079714506259947,0.19889186577095022,4476.12,18470.21,38982.23,126157.1
4,1904,3984,3581,435,2015  ,Cassina de' Pecchi,28087.55,10599.81,70260.39,0.19224555735056542,0.40226171243941844,0.36157108239095315,0.043921647819063006,0.02887219397909089,0.2648058875838748,0.5042436551793744,0.20207826325765985,4222.13,18506.63,39206.23,129344.91
5,1906,3969,3637,452,2016  ,Cassina de' Pecchi,28101.57,10652.29,70205.04,0.19128863910076274,0.39833400240867123,0.3650140505820955,0.04536330790847049,0.030351588555121465,0.2587816263533574,0.5027613452236697,0.20810543986785146,4518.83,18502.03,39227.05,130650.8
6,1975,4011,3669,478,2017  ,Cassina de' Pecchi,28226.87,10535.61,70445.16,0.19490772722786934,0.3958353893220172,0.3620842790881279,0.047172604361985594,0.02552658235594329,0.25798667824614696,0.5002054522004756,0.21628128719743409,3719.35,18509.16,39232.2,130206.61
7,1888,3974,3785,511,2018  ,Cassina de' Pecchi,28237.25,10525.95,70290.41,0.18586335892892303,0.391218743847214,0.3726127190391809,0.050305178184682026,0.028822437012815855,0.2466503670601594,0.4991973485814784,0.2253298473455463,4550.94,18502.31,39316.83,131452.84
8,1833,3917,3841,513,2019  ,Cassina de' Pecchi,28315.58,10543.23,70408.44,0.18141330166270783,0.38766825019794143,0.3801464766429137,0.05077197149643706,0.027649288736621893,0.24357965460213488,0.5022310707064699,0.2265399859547734,4528.83,18670.33,39257.61,132584.29
0,243,633,357,23,2011,Cassinetta di Lugagnano,27637.87,10836.85,70518.88,0.19347133757961785,0.5039808917197452,0.28423566878980894,0.018312101910828025,0.04087656553917838,0.4019087565969855,0.4689721255001272,0.08824255236370893,4809.68,18153.97,37560.1,109697.87
1,239,635,368,30,2012  ,Cassinetta di Lugagnano,27701.18,10873.43,68968.81,0.1878930817610063,0.4992138364779874,0.2893081761006289,0.02358490566037736,0.039150853631332,0.3863881195629017,0.4643669830444306,0.11009404376133573,4897.94,18193.65,37729.7,109726.73
2,233,629,384,26,2013  ,Cassinetta di Lugagnano,27653.72,10697.18,73303.12,0.1831761006289308,0.4944968553459119,0.3018867924528302,0.020440251572327043,0.03595925570458494,0.3831385825544696,0.4831453649969426,0.09775679674400288,4651.03,18356.93,37917.65,113310.04
3,240,617,390,30,2014  ,Cassinetta di Lugagnano,27692.42,10823.56,71725.69,0.18794048551292092,0.4831636648394675,0.3054032889584965,0.023492560689115115,0.038332551453694685,0.37315343924632655,0.47814439967736494,0.11036960962261384,4912.83,18602.76,37711.14,113162.73
4,222,610,403,37,2015  ,Cassinetta di Lugagnano,27698.32,10634.47,69878.42,0.17452830188679244,0.47955974842767296,0.3168238993710692,0.02908805031446541,0.029362503785209146,0.3613315029063643,0.48164816396460475,0.1276578293438218,4145.89,18567.52,37463.01,108149.27
5,213,600,412,36,2016  ,Cassinetta di Lugagnano,27745.89,10561.42,69663.64,0.168913560666138,0.47581284694686754,0.3267248215701824,0.028548770816812053,0.028893049098383194,0.35223638655866,0.4913339218903196,0.1275366424526372,4313.28,18667.09,37920.42,112648.67
6,211,575,413,41,2017  ,Cassinetta di Lugagnano,27864.35,10822.11,70539.91,0.17016129032258065,0.4637096774193548,0.33306451612903226,0.03306451612903226,0.023284162511976042,0.34353570921084825,0.4931369597083984,0.14004316856877733,3492.36,18907.94,37788.34,108098.17
7,214,616,441,48,2018  ,Cassinetta di Lugagnano,27768.04,10695.31,69509.5,0.16224412433661864,0.4670204700530705,0.33434420015163,0.03639120545868082,0.02899733997012315,0.3352963250689877,0.4855270064240589,0.15017932853683025,4702.06,18888.24,38204.83,108570.62
8,212,606,454,49,2019  ,Cassinetta di Lugagnano,27719.66,10563.02,70814.58,0.16048448145344435,0.4587433762301287,0.34367903103709313,0.03709311127933384,0.027271681204572757,0.3276810334686719,0.49086510938185085,0.1541821759449045,4510.94,18961.36,37913.79,110338.98
0,1814,4177,1783,151,2011,Castano Primo,27098.37,10719.31,69889.62,0.22889589905362775,0.5270662460567823,0.22498422712933755,0.019053627760252365,0.05283882197613986,0.45222314406257963,0.3965930791721621,0.0983449547891184,4819.65,17913.81,36803.86,107764.25
1,1807,4203,1809,153,2012  ,Castano Primo,27254.3,10728.71,69903.34,0.22666833918715504,0.5272202709483191,0.22691921726041145,0.0191921726041144,0.052314216684726814,0.44541770564325794,0.3975402727008803,0.10472780497113493,4893.05,17911.25,37141.57,115687.99
2,1750,4056,1933,154,2013  ,Castano Primo,27092.73,10689.78,69772.44,0.22171544406436083,0.5138730520714557,0.2449005447865197,0.019510959077663752,0.04920737873065674,0.43003445606345897,0.41621736611303584,0.10454079909284845,4795.58,18082.31,36722.9,115774.72
3,1771,3981,1980,172,2014  ,Castano Primo,27276.13,10675.59,69816.66,0.22406376518218624,0.503669028340081,0.25050607287449395,0.021761133603238867,0.04748225150770142,0.4194289460335469,0.41820782739056783,0.11488097506818382,4649.68,18271.61,36630.06,115832.48
4,1744,3901,2100,172,2015  ,Castano Primo,27331.03,10665.93,70322.91,0.220285461664772,0.4927371479095617,0.26525198938992045,0.021725401035745863,0.04589782951297213,0.4023149086098624,0.43466732882714376,0.1171199330500217,4670.2,18301.2,36730.52,120834.73
5,1717,3889,2114,178,2016  ,Castano Primo,27302.27,10675.57,69729.95,0.2173968093188149,0.492403140035452,0.2676626994175741,0.022537351228159027,0.044914936832063296,0.3981569119767974,0.432412650861691,0.1245155003294483,4685.02,18336.09,36633.96,125283.51
6,1773,3860,2123,173,2017  ,Castano Primo,27349.17,10682.76,70140.62,0.22360953461975028,0.4868205322234834,0.26775129272291587,0.02181864043385042,0.033676183937988075,0.39900647691077135,0.437852241334919,0.12946509781632157,3376.51,18375.84,36663.35,133033.54
7,1699,3834,2264,179,2018  ,Castano Primo,27407.37,10668.25,70629.62,0.21301404212637914,0.48069207622868604,0.283851554663992,0.02244232698094283,0.04415500732873324,0.374351499484156,0.4418211369275096,0.13967235625960114,4922.72,18494.64,36964.81,147800.49
8,1646,3776,2292,189,2019  ,Castano Primo,27572.17,10631.62,69674.86,0.20827533847905857,0.477793243072251,0.2900164494495761,0.023914968999114262,0.04174464850841452,0.3769062236167183,0.45326739303168057,0.1280817348431866,4734.19,18632.71,36915.99,126502.78
0,4317,9899,7442,1028,2011,Cernusco sul Naviglio,28063.99,10729.79,70874.31,0.1902935731288019,0.43634840871021774,0.3280437274089747,0.045314290752005645,0.03350999751528945,0.288497895894547,0.4656990417493639,0.21229306484079966,4884.31,18338.44,39375.55,129943.23
1,4349,9881,7783,1115,2012  ,Cernusco sul Naviglio,28200.51,10754.1,71023.15,0.18804047042545832,0.42723106191629195,0.3365185057073677,0.04820996195088205,0.03281272927467245,0.27640411566580275,0.47192078318024333,0.21886237187928143,4946.28,18338.72,39750.95,128683.16
2,4315,9745,8078,1175,2013  ,Cernusco sul Naviglio,28161.92,10682.19,70713.0,0.1850898640243641,0.4180071204907133,0.3465019517007678,0.050401063784154765,0.030574244573326213,0.2677090542409291,0.47378941866951924,0.22792728251622546,4769.19,18490.61,39477.68,130565.53
3,4366,9610,8414,1246,2014  ,Cernusco sul Naviglio,28246.04,10637.42,70683.9,0.18471822643425284,0.4065831782027416,0.35598239972922663,0.05271619563377898,0.028911193248540065,0.2556904881217654,0.47906522087882886,0.2363330977508656,4616.29,18548.19,39691.96,132226.02
4,4360,9436,8861,1353,2015  ,Cernusco sul Naviglio,28289.42,10609.25,70655.97,0.18159100374843815,0.39300291545189503,0.3690545605997501,0.0563515201999167,0.027699672579041993,0.24176060887729067,0.4873563560161287,0.24318336252753867,4593.38,18524.3,39765.66,129951.21
5,4312,9544,9046,1374,2016  ,Cernusco sul Naviglio,28333.11,10615.93,70721.17,0.1776239907727797,0.39314549349151423,0.3726314055033778,0.05659911023232823,0.026085437121155127,0.2415462571340913,0.4891028767200159,0.24326542902473766,4457.34,18647.76,39838.27,130451.94
6,4419,9571,9383,1450,2017  ,Cernusco sul Naviglio,28410.12,10613.9,71008.14,0.17802038432099263,0.38556983442774845,0.3779962131893808,0.0584135680618781,0.02235468301256372,0.23117833547717548,0.4862686942706903,0.2601982872395705,3903.2,18636.58,39986.28,138456.33
7,4333,9480,9825,1584,2018  ,Cernusco sul Naviglio,28506.52,10609.97,70701.27,0.1717944651494727,0.3758623423994925,0.38954087701213225,0.06280231543890255,0.025172252275215506,0.22276221149121336,0.4941689673798758,0.2578965688536953,4640.12,18768.47,40173.41,130042.76
8,4439,9143,10067,1633,2019  ,Cernusco sul Naviglio,28554.83,10580.15,70674.19,0.1755794636500277,0.36164069298315005,0.3981884344592991,0.06459140890752314,0.024594985380834374,0.21224771209394477,0.5005758766323322,0.2625814258928887,4482.2,18779.52,40225.37,130079.24
0,642,1666,1095,101,2011,Cerro al Lambro,27716.7,10797.77,70773.42,0.1832191780821918,0.4754566210045662,0.3125,0.028824200913242008,0.033648951684089545,0.35429420163495595,0.48226208239545143,0.1297947642855031,4500.84,18261.89,37820.37,110355.13
1,654,1675,1115,111,2012  ,Cerro al Lambro,27924.13,10807.51,70252.74,0.1839662447257384,0.4711673699015471,0.3136427566807314,0.031223628691983123,0.036199658022072,0.3438852708504317,0.4761212956011445,0.14379377552635178,4937.09,18312.31,38087.92,115547.77
2,637,1628,1190,104,2013  ,Cerro al Lambro,27837.98,10723.6,70185.01,0.17898286035403202,0.4574318628828323,0.33436358527676313,0.029221691486372575,0.02817028630453491,0.33580025493656124,0.5047115201028431,0.13131793865606065,3950.98,18428.06,37892.15,112808.98
3,630,1620,1207,107,2014  ,Cerro al Lambro,27900.79,10642.22,71176.17,0.17676767676767677,0.45454545454545453,0.3386644219977553,0.030022446689113354,0.03093619538835051,0.32717290045471664,0.5037975795388443,0.13809332461808857,4484.75,18444.8,38120.66,117869.26
4,624,1567,1293,108,2015  ,Cerro al Lambro,27960.01,10697.77,71073.42,0.17371937639198218,0.43624721603563477,0.3599665924276169,0.030066815144766147,0.03085279450984769,0.3074067577641428,0.5277127889394572,0.13402765878655237,4631.93,18377.91,38234.1,116257.88
5,639,1615,1290,114,2016  ,Cerro al Lambro,27930.04,10658.58,70427.05,0.1746856205576818,0.4414980863860033,0.35265172225259706,0.03116457080371788,0.027951237172676575,0.31175386013520323,0.5134591506659641,0.146835752026156,4192.14,18500.13,38146.24,123441.87
6,646,1620,1314,114,2017  ,Cerro al Lambro,28122.35,10650.14,70763.5,0.1748781808337845,0.43854899837574446,0.35571196534921495,0.03086085544125609,0.0230366022194136,0.3097013362834329,0.5213761697415134,0.14588589175564018,3453.97,18516.56,38431.57,123948.36
7,626,1561,1391,119,2018  ,Cerro al Lambro,28159.2,10595.7,70510.12,0.16932648093048416,0.4222342439816067,0.37625101433594804,0.03218826075196105,0.02898510984701436,0.28673573568189886,0.530295912297176,0.15398324217391077,4682.46,18576.01,38553.58,130857.95
8,642,1556,1406,126,2019  ,Cerro al Lambro,28349.61,10486.77,70629.43,0.17211796246648794,0.4171581769436997,0.3769436997319035,0.033780160857908845,0.028528305935344465,0.28525767404739394,0.529971408797523,0.15624261121973856,4547.76,18762.23,38576.59,126907.03
0,2462,5763,2390,216,2011,Cerro Maggiore,27241.45,10820.14,70420.99,0.22731049764564676,0.5320838334410488,0.22066291201181792,0.019942756901486475,0.052835771211045775,0.45012397953205896,0.38083267197335313,0.11620757728354214,4988.15,18154.45,37037.0,125049.0
1,2419,5736,2482,235,2012  ,Cerro Maggiore,27298.64,10875.22,70332.27,0.22249816041206769,0.5275938189845475,0.22829286239882265,0.02161515820456218,0.05185148805702022,0.4385172050960879,0.38639747507712213,0.12323383176976979,5108.22,18218.87,37100.22,124970.1
2,2419,5637,2630,227,2013  ,Cerro Maggiore,27299.34,10765.14,70447.87,0.22166223769815815,0.5165399065334921,0.24099697608357004,0.02080087968477962,0.04849982763496359,0.4282709464051263,0.4040842230545953,0.1191450029053148,4822.93,18275.82,36959.19,126257.24
3,2332,5528,2749,222,2014  ,Cerro Maggiore,27408.04,10696.1,70990.31,0.21530791247345582,0.5103868525528575,0.2538085126027144,0.02049672237097221,0.04696280863262596,0.41812472158856506,0.41952617114208224,0.11538629863672671,4892.36,18375.12,37074.63,126268.12
4,2251,5419,2887,251,2015  ,Cerro Maggiore,27471.55,10688.28,71004.12,0.20827165062916358,0.5013878608438194,0.26711695040710587,0.023223538119911177,0.04338925924552992,0.4003178690589047,0.4286010853123163,0.12769178638324913,4807.81,18425.8,37029.43,126890.71
5,2218,5438,2960,259,2016  ,Cerro Maggiore,27413.17,10693.0,70549.8,0.20395402298850573,0.5000459770114942,0.27218390804597703,0.02381609195402299,0.042360309763007496,0.39621057736647414,0.43517666072111727,0.1262524521494011,4832.99,18437.64,37204.23,123355.51
6,2251,5371,3020,259,2017  ,Cerro Maggiore,27497.37,10683.76,70881.53,0.20649481698926703,0.49270709109256033,0.27703880377946977,0.023759288138702872,0.035773287934176834,0.39358663427232204,0.4439697684057206,0.12667030938778048,4013.38,18506.0,37125.62,123510.07
7,2146,5316,3216,277,2018  ,Cerro Maggiore,27590.97,10682.78,70966.68,0.19589228662711092,0.485257873117298,0.29356458238247374,0.0252852578731173,0.03982503274297668,0.37360474404742416,0.4484959654819437,0.13807425772765547,4930.48,18671.96,37051.42,132432.74
8,2151,5215,3316,271,2019  ,Cerro Maggiore,27604.2,10658.5,71010.08,0.19638455217748563,0.4761252624851639,0.30274810554186066,0.02474207979548982,0.03930031008771111,0.36792276797045276,0.4640976416977318,0.12867928024410433,4843.63,18703.27,37103.09,125879.38
0,3835,8485,4082,268,2011,Cesano Boscone,27254.92,10803.17,70488.09,0.23005398920215958,0.508998200359928,0.24487102579484102,0.016076784643071385,0.054619239496053094,0.43757438298472356,0.42363735349714643,0.08416902402207689,5024.28,18192.54,36611.25,110792.62
1,3852,8646,4128,276,2012  ,Cesano Boscone,27386.34,10774.94,70055.08,0.22790202342917998,0.5115370962016329,0.24423145189918352,0.01632942847000355,0.05447797682416724,0.4363675760097123,0.42169422199827494,0.0874602251678455,5093.95,18178.45,36794.05,114135.6
2,3735,8390,4328,281,2013  ,Cesano Boscone,27266.38,10756.99,70482.28,0.22319827895302977,0.5013744472331779,0.2586351141388789,0.01679215967491335,0.05074295866340025,0.4235657283706004,0.4372126291929743,0.08847868377302498,4917.96,18275.06,36568.36,113980.98
3,3783,8444,4463,292,2014  ,Cesano Boscone,27275.57,10749.46,70548.53,0.22276528088564362,0.4972323636791897,0.26280767871864325,0.017194676716523378,0.051144372125677295,0.4173993281905104,0.4421605037390963,0.08929579594471598,4994.47,18261.28,36599.97,112973.3
4,3806,8187,4679,306,2015  ,Cesano Boscone,27381.73,10718.94,70523.6,0.2241724584756744,0.48221227470844624,0.27559194251384145,0.018023324302037933,0.05004973710002677,0.3981783545901345,0.4566776308263126,0.09509427748352611,4947.4,18297.73,36719.87,116916.92
5,3739,8347,4668,300,2016  ,Cesano Boscone,27412.74,10681.66,70578.25,0.21924475196434853,0.48944529142723114,0.27371877565380553,0.017591180954614753,0.048051815922414816,0.4033332341649507,0.4539529050855152,0.09466204482711928,4869.67,18309.59,36848.94,119563.78
6,3915,8403,4726,304,2017  ,Cesano Boscone,27426.71,10659.16,70580.08,0.22567442932902929,0.4843786027207747,0.27242333410191377,0.017523633848282223,0.046337848608643054,0.3985586176327097,0.4493715639870809,0.10573196977156633,4578.05,18345.71,36778.04,134527.0
7,3724,8497,4890,320,2018  ,Cesano Boscone,27524.54,10637.53,70141.27,0.21364236131030923,0.48746486145373186,0.2805346795938271,0.018358097642131834,0.047176281480750384,0.39535513133782324,0.45731670818367137,0.10015187899775499,5009.88,18400.74,36984.68,123772.1
8,3655,8362,5035,334,2019  ,Cesano Boscone,27475.8,10631.57,70021.38,0.21022661911883125,0.48096169331646155,0.28960082825261707,0.019210859312090187,0.045597603155370904,0.3871969080271236,0.4672426994090383,0.09996278940846723,4941.2,18340.01,36755.38,118541.32
0,2097,4911,2514,182,2011,Cesate,27379.86,10775.95,69892.0,0.2160964550700742,0.5060799670239077,0.2590684253915911,0.01875515251442704,0.048924412602044026,0.4261147333801336,0.4319529051259604,0.09300794889186192,4952.45,18418.3,36472.38,108477.98
1,2118,4967,2584,202,2012  ,Cesate,27457.44,10774.73,69887.22,0.21456792624860704,0.503191166041941,0.26177692229763955,0.02046398541181238,0.04802386443494372,0.41722001032314804,0.431070513818389,0.10368561142351924,4982.18,18456.92,36655.92,112786.07
2,2105,4844,2724,191,2013  ,Cesate,27479.63,10763.63,69874.88,0.21340227088402272,0.4910786699107867,0.2761557177615572,0.019363341443633414,0.047026803890306536,0.40848324960148524,0.45032716931212935,0.09416277719607889,4936.96,18635.3,36533.17,108946.24
3,2071,4741,2893,181,2014  ,Cesate,27410.68,10680.98,70416.92,0.20948816508193405,0.4795670645357071,0.2926360509811855,0.018308719401173377,0.043898535870325474,0.3930581964490389,0.47242814672506933,0.09061512095556634,4741.91,18546.86,36531.78,111996.79
4,2027,4712,3037,194,2015  ,Cesate,27666.7,10703.34,70129.99,0.2033099297893681,0.47261785356068203,0.3046138415245737,0.01945837512537613,0.04161421203631694,0.380808764151938,0.4849420753287666,0.09263494848297846,4727.95,18611.71,36773.05,109965.82
5,2026,4788,3096,201,2016  ,Cesate,27466.59,10691.29,69789.7,0.20037582830580555,0.47354366531500347,0.3062011670457917,0.01987933933339927,0.04125844601683569,0.3788855162276419,0.48239883271719447,0.09745720503832794,4791.87,18620.26,36663.78,114090.6
6,2112,4795,3138,218,2017  ,Cesate,27531.52,10654.18,70010.94,0.2057877813504823,0.46721231608691416,0.30575855013154046,0.02124135243106304,0.038195233832969466,0.3730665795039672,0.4792081789715741,0.10953000769148925,4349.47,18711.95,36727.61,120836.46
7,2063,4731,3316,227,2018  ,Cesate,27641.14,10618.78,69614.7,0.19957434458740447,0.4576763084066944,0.3207893973106317,0.02195994969526942,0.03983803822686901,0.3611600492994795,0.4934302140297987,0.10557169844385283,4760.19,18817.95,36680.62,114642.88
8,2072,4666,3411,220,2019  ,Cesate,27754.37,10670.55,70020.97,0.19982640563217283,0.449995177934227,0.32896132703250075,0.02121708940109943,0.03928104145768619,0.3535044623875012,0.5046712325426529,0.1025432636121597,4735.94,18926.2,36960.7,116438.81
0,12882,26452,11900,693,2011,Cinisello Balsamo,27162.31,10718.65,70090.56,0.24807903402854006,0.5094074373639917,0.22916787027943075,0.013345658328037437,0.06006692266450504,0.4554045986398501,0.40849180208386277,0.07603667661178207,4930.77,18205.44,36299.33,116025.14
1,12869,26691,12050,730,2012  ,Cinisello Balsamo,27237.41,10723.42,70121.28,0.24587313717997708,0.5099541459686664,0.23022544898739014,0.013947267863966373,0.05967909514493714,0.4510145993317812,0.4096201605882043,0.0796861449350774,4986.6,18169.93,36552.89,117378.17
2,12660,26086,12672,734,2013  ,Cinisello Balsamo,27191.68,10675.59,70131.98,0.24275195582144501,0.5001917472004909,0.24298205246203405,0.014074244516030066,0.05686527970975133,0.4414312907370603,0.42435173670526966,0.07735169284791873,4856.71,18297.17,36208.38,113946.78
3,12567,25711,12896,734,2014  ,Cinisello Balsamo,27228.5,10696.47,70122.23,0.24210141018725437,0.4953186406719581,0.2484395468906527,0.014140402250134854,0.05607580630121879,0.43448005730310973,0.4316141949801032,0.07782994141556827,4835.63,18313.04,36270.22,114910.61
4,12462,25409,13564,753,2015  ,Cinisello Balsamo,27285.38,10649.4,70051.17,0.2387905265578294,0.4868743772514754,0.2599064919138499,0.014428604276845251,0.05501521776287057,0.4198167076798847,0.4467782419943349,0.0783898325629098,4875.85,18248.5,36379.71,114979.33
5,12017,25541,13489,776,2016  ,Cinisello Balsamo,27296.61,10646.78,70133.6,0.23188545626459295,0.49285066476275013,0.2602898326997665,0.014974046272890415,0.053033675852112765,0.42182915349410016,0.44326042194429277,0.08187674870949431,4888.19,18293.26,36397.5,116866.81
6,12354,25496,13727,781,2017  ,Cinisello Balsamo,27308.14,10632.64,69885.99,0.23595248099621835,0.48695519309370106,0.26217578975514727,0.014916536154933343,0.04740427043499278,0.41984383099174916,0.45023357958601673,0.08251831898724137,4261.42,18287.75,36425.61,117339.41
7,12169,25518,14248,847,2018  ,Cinisello Balsamo,27400.68,10629.9,70151.79,0.23055208214921755,0.4834602705467773,0.2699405100223561,0.016047137281649047,0.05209716251874202,0.40871066120355815,0.4543722474480615,0.08481992882963839,4901.89,18338.93,36514.26,114661.89
8,12085,25172,14589,842,2019  ,Cinisello Balsamo,27383.57,10624.17,70300.54,0.22936911630731854,0.4777558457333738,0.2768941694503492,0.015980868508958395,0.05119966477435624,0.40187222127574374,0.4628682197062687,0.08405989424363139,4875.65,18373.11,36512.72,114891.83
0,648,1565,965,79,2011,Cisliano,27792.32,10766.24,69706.82,0.19895609456555113,0.4805035308566165,0.29628492477740254,0.024255449800429842,0.03993646308024814,0.36061114324934274,0.4618458861311754,0.1376065075392337,4935.32,18452.1,38325.75,139486.71
1,616,1566,987,85,2012  ,Cisliano,28032.77,10778.49,70198.48,0.18930547019053473,0.4812538414259373,0.30331899200983403,0.026121696373693916,0.03651640071757538,0.3606821825340951,0.47064200754390184,0.13215940920442767,4767.53,18523.35,38349.53,125044.82
2,659,1520,1054,93,2013  ,Cisliano,27761.91,10746.63,70071.26,0.19813589897775105,0.45700541190619365,0.31689717378232113,0.027961515333734217,0.03727260487888442,0.33554535801055,0.480575576187338,0.1466064609232276,4742.5,18510.19,38231.76,132182.32
3,626,1523,1078,100,2014  ,Cisliano,27776.6,10658.84,70097.0,0.18815749924857228,0.45776976254884283,0.3240156296964232,0.03005710850616171,0.036208131548406346,0.32723869971509245,0.4780495071491165,0.15850366158738471,4981.25,18504.26,38191.0,136504.26
